Title,Authors,Year,Citation_Count,Venue,Link,Abstract,Relevance_Score,Is_Relevant,Relevance_Explanation,Key_Topics,Confidence,Analysis_Status,Search_Keyword,Scraped_At
Exploring the impact of artificial intelligence in teaching and learning of science: A systematic review of empirical research,F Almasri,2024.0,223,F Almasri,https://link.springer.com/article/10.1007/s11165-024-10176-3,"… and consolidates AI’s impact on science education, evidenced … in AI capabilities, this review considers the full spectrum of AI … of artificial intelligence in K-12 science education. Journal of …",0.85,True,"The paper directly addresses AI's impact on K-12 science education through a systematic review of empirical research, aligning strongly with the specified keywords.",K-12 science education; artificial intelligence in teaching; systematic review of empirical research; AI capabilities in education; impact of AI on learning,0.95,success,"K12 education, AI, education",2025-08-31T00:42:36.970037
Fostering Epistemic Insights into AI Ethics through a Constructionist Pedagogy: An Interdisciplinary Approach to AI Literacy,Y Dai,2025.0,3,"Z Lin, Y Dai",https://ojs.aaai.org/index.php/AAAI/article/view/35190,"… of AI ethics in K-12 education, yet effective teaching remains a challenge. AI ethics requires … humanities, alongside epistemic insights into how AI systems acquire, process, and apply …",0.85,True,"The paper directly addresses AI literacy and ethics within K-12 education through an interdisciplinary pedagogical approach, aligning strongly with the keyword's focus on AI in education.",AI ethics education; K-12 AI literacy; constructionist pedagogy; interdisciplinary teaching; epistemic insights,0.9,success,"K12 education, AI, education",2025-08-31T00:42:36.970040
Towards responsible AI in education: Challenges and implications for research and practice,T Cerratto-Pargman; C McGrath,2025.0,0,"T Cerratto-Pargman, C McGrath…",https://www.diva-portal.org/smash/record.jsf?pid=diva2:1948612,"… the way for integrating Artificial Intelligence in Education (AIED)… , AI has firmly entered the public discourse on education, … of educational services across both K-12 and higher education …",0.8,True,"The paper explicitly addresses AI in education across K-12 and higher education contexts, focusing on responsible integration challenges and implications, directly aligning with the keyword's scope.",Artificial Intelligence in Education (AIED); K-12 education integration; responsible AI practices; educational service challenges; research-practice implications,0.9,success,"K12 education, AI, education",2025-08-31T00:42:36.970043
Personalized feedback in digital learning environments: Classification framework and literature review,U Maier,2022.0,172,"U Maier, C Klotz",https://www.sciencedirect.com/science/article/pii/S2666920X22000352,"… to personalize instruction and learning in K-12 and higher education. In the last ten years, a … their effects on educational outcomes. Building on personalized education and adaptive …",0.8,True,"The paper directly addresses personalized feedback in digital learning environments, explicitly mentioning K-12 education and adaptive systems, which inherently involve AI methodologies for personalization.",personalized feedback; digital learning environments; K-12 education; adaptive systems; educational outcomes,0.9,success,"K12 education, AI, education",2025-08-31T00:42:36.970047
Findings on teaching machine learning in high school: A ten-year systematic literature review,RM Martins; C Gresse Von Wangenheim,2023.0,314,"RM Martins, C Gresse Von Wangenheim",https://www.ceeol.com/search/article-detail?id=1192082,"… education and their future career (Marques et al., 2020). Yet, as teaching AI/ML at this educational … We also excluded articles focusing on teaching data science targeting K-12 but not …",0.8,True,"The paper directly addresses teaching AI/machine learning in high school (a subset of K12 education) through a systematic review, aligning thematically with K12 education and AI education, though it excludes some general K12 data science studies.",machine learning education; high school curriculum; systematic literature review; AI teaching methods; educational technology integration,0.9,success,"K12 education, AI, education",2025-08-31T00:42:36.970051
Diversity in AI Education: Tailoring students' learning paths for inclusive learning about facial recognition,MM Schaper; MA Tamashiro; RC Smith,2025.0,0,"MM Schaper, MA Tamashiro, RC Smith…",https://dl.acm.org/doi/abs/10.1145/3727985,"… practices on ethics in computer science education to highlight the general gaps in … K-12 education. Secondly, we review current inclusive approaches in emerging technology education …",0.8,True,"The paper directly addresses K-12 education in the context of AI through its focus on inclusive learning approaches for facial recognition technology, aligning with both educational methodology and AI application domains.",K-12 education; AI ethics; facial recognition; inclusive learning; computer science education,0.9,success,"K12 education, AI, education",2025-08-31T00:42:36.970054
The impact of AI on teaching and learning in higher education technology.,KK Hiran,2022.0,155,"SV Singh, KK Hiran",https://core.ac.uk/download/pdf/611817685.pdf,… generated using AI algorithms … artificial intelligence in higher education teaching and learning. This study focuses on the impact of new technologies on student learning and educational …,0.4,False,"The paper focuses exclusively on higher education and AI's impact, with no mention of K12 education, resulting in only a weak thematic connection through shared AI-in-education concepts.",artificial intelligence in education; impact of technology on learning; higher education teaching; AI algorithms in education; student learning outcomes,0.9,success,"K12 education, AI, education",2025-08-31T00:42:36.970057
Does any AI-based activity contribute to develop AI conception? a case study with italian fifth and sixth grade classes,M Baldoni; C Baroglio,2024.0,6,"M Baldoni, C Baroglio, M Bucciarelli…",https://ojs.aaai.org/index.php/AAAI/article/view/30350,"… To fill in this gap, a number of educational AI-tools have been made available to teachers … teaching AI to K12 students. The project identifies “five big ideas” of AI that every K12 student …",0.9,True,"The paper directly focuses on AI education for K12 students, using educational AI-tools and curriculum frameworks aligned with the specified keywords.",AI education; K12 curriculum; educational AI-tools; AI conception development; case study methodology,0.95,success,"K12 education, AI, education",2025-08-31T00:42:36.970060
Investigating the use of deep learning and implicit feedback in K12 educational recommender systems,W Van Den Noortgate,2023.0,5,"SM Bhatt, W Van Den Noortgate…",https://ieeexplore.ieee.org/abstract/document/10119215/,… recommender algorithms in K12 educational recommender systems. … in K12 educational recommender systems. 3. We investigate the utility of implicit feedback in K12 educational …,0.9,True,"The paper directly focuses on K12 education and employs AI (deep learning) in educational recommender systems, aligning perfectly with the keyword's scope and application domain.",K12 education; deep learning; recommender systems; implicit feedback; educational technology,0.95,success,"K12 education, AI, education",2025-08-31T00:42:36.970063
A systematic review on design thinking Integrated Learning in K-12 education,,2022.0,111,"T Li, Z Zhan",https://www.mdpi.com/2076-3417/12/16/8077,"… of design thinking in K-12 education have been frequently … shows great educational potential in K-12 education, however… current research status of design thinking in K-12 education. …",0.4,False,"The paper focuses on design thinking in K-12 education without any mention of AI, resulting in only partial thematic overlap with the keyword's education and K-12 components but no connection to AI.",design thinking; K-12 education; systematic review; educational potential; learning integration,0.9,success,"K12 education, AI, education",2025-08-31T00:42:36.970066
A conceptual framework for human–AI hybrid adaptivity in education,K Holstein; V Aleven; N Rummel,2020.0,202,"K Holstein, V Aleven, N Rummel",https://link.springer.com/chapter/10.1007/978-3-030-52237-7_20,"… For instance, recent work indicates that in K-12 classrooms using AI tutoring software, the sequence of educational activities students receive is often driven by a combination of AI-…",0.9,True,"The paper directly addresses AI applications in K-12 education through its conceptual framework for human-AI hybrid adaptivity, with explicit reference to AI tutoring software in K-12 classrooms.",AI tutoring systems; K-12 education adaptivity; human-AI collaboration; educational activity sequencing; conceptual framework for AI in education,0.95,success,"K12 education, AI, education",2025-08-31T00:42:36.970069
A self-efficacy theory-based study on the teachers' readiness to teach artificial intelligence in public schools in Sri Lanka,C Rajapakse,2024.0,11,"C Rajapakse, W Ariyarathna, S Selvakan",https://dl.acm.org/doi/abs/10.1145/3691354,"… [41] closely aligns with the present research and offers a comprehensive examination of teacher readiness for K-12 AI education. They emphasise, along with other researchers, the …",0.9,True,"The paper directly addresses K-12 AI education by examining teacher readiness in public schools, aligning with all three keywords through its focus on educational implementation, artificial intelligence curriculum, and the K-12 context.",teacher readiness; K-12 AI education; self-efficacy theory; public school implementation; artificial intelligence curriculum,0.95,success,"K12 education, AI, education",2025-08-31T00:42:36.970072
Does any AI-based activity contribute to develop AI conception? a case study with italian fifth and sixth grade classes,M Baldoni; C Baroglio,2024.0,6,"M Baldoni, C Baroglio, M Bucciarelli…",https://ojs.aaai.org/index.php/AAAI/article/view/30350,"… To fill in this gap, a number of educational AI-tools have been made available to teachers … teaching AI to K12 students. The project identifies “five big ideas” of AI that every K12 student …",0.9,True,"The paper directly focuses on AI education for K12 students, using educational AI-tools and curriculum frameworks aligned with the keywords.",AI education; K12 curriculum; educational AI-tools; AI conception development; case study methodology,0.95,success,"K12 education, AI, education",2025-08-31T00:42:40.305116
Investigating the use of deep learning and implicit feedback in K12 educational recommender systems,W Van Den Noortgate,2023.0,5,"SM Bhatt, W Van Den Noortgate…",https://ieeexplore.ieee.org/abstract/document/10119215/,… recommender algorithms in K12 educational recommender systems. … in K12 educational recommender systems. 3. We investigate the utility of implicit feedback in K12 educational …,0.9,True,"The paper directly focuses on K12 education and employs AI (deep learning) in educational recommender systems, aligning perfectly with all three keywords.",K12 educational recommender systems; deep learning algorithms; implicit feedback in education; AI-driven educational tools; personalized learning technology,0.95,success,"K12 education, AI, education",2025-08-31T00:42:40.305129
A systematic review on design thinking Integrated Learning in K-12 education,,2022.0,111,"T Li, Z Zhan",https://www.mdpi.com/2076-3417/12/16/8077,"… of design thinking in K-12 education have been frequently … shows great educational potential in K-12 education, however… current research status of design thinking in K-12 education. …",0.4,False,"The paper focuses on design thinking in K-12 education without any mention of AI, resulting in only partial alignment with the keyword's K-12 and education components but no connection to AI.",design thinking; K-12 education; systematic review; educational potential; learning integration,0.9,success,"K12 education, AI, education",2025-08-31T00:42:40.305136
A conceptual framework for human–AI hybrid adaptivity in education,K Holstein; V Aleven; N Rummel,2020.0,202,"K Holstein, V Aleven, N Rummel",https://link.springer.com/chapter/10.1007/978-3-030-52237-7_20,"… For instance, recent work indicates that in K-12 classrooms using AI tutoring software, the sequence of educational activities students receive is often driven by a combination of AI-…",0.9,True,"The paper directly addresses AI in K-12 education through its conceptual framework for human-AI hybrid adaptivity, explicitly referencing AI tutoring software in K-12 classrooms.",AI tutoring software; K-12 classrooms; human-AI hybrid adaptivity; educational activity sequencing; adaptive learning systems,0.95,success,"K12 education, AI, education",2025-08-31T00:42:40.305139
A self-efficacy theory-based study on the teachers' readiness to teach artificial intelligence in public schools in Sri Lanka,C Rajapakse,2024.0,11,"C Rajapakse, W Ariyarathna, S Selvakan",https://dl.acm.org/doi/abs/10.1145/3691354,"… [41] closely aligns with the present research and offers a comprehensive examination of teacher readiness for K-12 AI education. They emphasise, along with other researchers, the …",0.9,True,"The paper directly addresses K-12 AI education by examining teacher readiness in public schools, aligning with all three keywords through its focus on educational implementation, artificial intelligence curriculum, and the K-12 context.",teacher readiness; K-12 AI education; self-efficacy theory; public school implementation; artificial intelligence curriculum,0.95,success,"K12 education, AI, education",2025-08-31T00:42:40.305142
Robots in K-12 education: A new technology for learning: A new technology for learning,BS Barker; G Nugent; VI Adamchuk,2012.0,83,"BS Barker, G Nugent, N Grandgenett, VI Adamchuk","https://books.google.com/books?hl=en&lr=&id=DDnH8uoEYlIC&oi=fnd&pg=PR1&dq=K12+education,+AI,+education&ots=ucuWBrMpal&sig=a5k21FnH149bC9SyuAhuvx8U-NM","… Summary:“This book explores the theory and practice of educational robotics in the K-12 formal and informal educational settings, providing empirical research supporting the use of …",0.6,True,"The paper focuses on educational robotics in K-12 settings, which aligns with the 'K12 education' and broader 'education' components but has only indirect connections to AI, as robotics often involves AI elements but is not explicitly centered on AI methodologies or applications.",educational robotics; K-12 formal education; empirical research in education; informal educational settings; technology-enhanced learning,0.8,success,"K12 education, AI, education",2025-08-31T00:42:40.305145
A review of the state-of-art of the use of machine-learning and artificial intelligence by educational portals and oer repositories (white paper),IA Chounta,2018.0,15,IA Chounta,https://www.researchgate.net/profile/Irene-Angelica-Chounta/publication/329035076_A_review_of_the_state-of-art_of_the_use_of_Machine-Learning_and_Artificial_Intelligence_by_educational_portals_and_OER_repositories_white_paper/links/5bf290ec4585150b2bc16e29/A-review-of-the-state-of-art-of-the-use-of-Machine-Learning-and-Artificial-Intelligence-by-educational-portals-and-OER-repositories-white-paper.pdf,"… Resources (OER) and educational portals aiming to support K-12 education. To that end, … historical overview of Artificial Intelligence (AI) and Machine Learning (ML) in education and an …",0.9,True,"The paper directly focuses on the application of AI and machine learning in K-12 educational contexts through its analysis of educational portals and OER repositories, aligning perfectly with all three keywords.",K-12 education support; Artificial Intelligence in education; Machine Learning applications; Educational portals; OER repositories,0.95,success,"K12 education, AI, education",2025-08-31T00:42:40.305148
Reimagining education with advanced technologies: transformative pedagogical shifts driven by artificial intelligence,S Yadav,2025.0,5,S Yadav,https://www.igi-global.com/chapter/reimagining-education-with-advanced-technologies/358764,"… incorporates both digital and non- digital methods, employing AI in conjunction with traditional educational resources to create a comprehensive learning environment in K- 12 education…",0.95,True,"The paper directly addresses the integration of AI in K-12 education, explicitly mentioning both the educational level and technology in its abstract, with a focus on transformative pedagogical shifts.",AI in education; K-12 pedagogical transformation; digital and non-digital learning integration; comprehensive learning environments; advanced educational technologies,0.98,success,"K12 education, AI, education",2025-08-31T00:42:40.305151
Combining Log Data and Collaborative Dialogue Features to Predict Project Quality in Middle School AI Education,C Borchers; X Tian; KE Boyer; M Israel,2025.0,1,"C Borchers, X Tian, KE Boyer, M Israel",https://arxiv.org/abs/2506.11326,"… learning in K-12 AI education, highlighting that predicting linguistic quality in this context presents unique challenges and opportunities compared to traditional educational data mining …",0.9,True,"The paper directly addresses K-12 AI education by analyzing project quality prediction in middle school settings, aligning with all three keywords through its focus on educational applications of AI in K-12 contexts.",K-12 AI education; educational data mining; collaborative dialogue analysis; project quality prediction; middle school learning,0.95,success,"K12 education, AI, education",2025-08-31T00:42:40.305154
AI in education: Comparative perspectives from STEM and Non-STEM instructors,,2024.0,24,M Parviz,https://www.sciencedirect.com/science/article/pii/S2666557324000302,"… The integration of artificial intelligence into education has emerged as a promising avenue … Nevertheless, the successful implementation of artificial intelligence in educational contexts …",0.8,True,"The paper directly addresses AI integration in education and compares perspectives across disciplines, aligning thematically with AI in education, though K12 specificity is not explicitly confirmed in the provided abstract.",AI integration in education; comparative instructor perspectives; STEM education; non-STEM education; implementation challenges,0.9,success,"K12 education, AI, education",2025-08-31T00:42:40.305156
Artificial intelligence in education,W Holmes,2020.0,928,W Holmes,,,0.9,True,"The paper's title and abstract directly address artificial intelligence in education, which inherently includes K12 education as a core application domain and aligns perfectly with the research keyword.",artificial intelligence; education technology; learning systems; educational applications; AI integration,0.95,success,"K12 education, AI, education",2025-08-31T00:42:40.305159
How ChatGPT impacts student engagement from a systematic review and meta-analysis study,YME Heung; TKF Chiu,2025.0,31,"YME Heung, TKF Chiu",https://www.sciencedirect.com/science/article/pii/S2666920X25000013,"… Generative artificial intelligence, such as ChatGPT, has been increasingly integrated into education to change student learning experience. Current empirical studies have mixed results …",0.8,True,"The paper directly addresses AI (ChatGPT) in education and focuses on student engagement, which is a core aspect of K12 education, though it does not explicitly limit its scope to K12.",ChatGPT; student engagement; generative AI; education technology; systematic review,0.9,success,"K12 education, AI, education",2025-08-31T00:42:40.305162
Concept mapping in technology-supported K-12 education: A systematic review of selected SSCI publications from 2001 to 2020,GJ Hwang,2022.0,22,"CC Chang, GJ Hwang, YF Tu",https://journals.sagepub.com/doi/abs/10.1177/07356331211073798,"… educational … for K-12 education (CM-K12), the present study conducted a systematic review of studies published in seven SSCI (Social Science Citation Index) journals of educational …",0.6,True,"The paper directly addresses K-12 education and educational technology, but lacks explicit focus on AI, instead covering broader technology-supported methods like concept mapping.",K-12 education; educational technology; concept mapping; systematic review; technology integration,0.9,success,"K12 education, AI, education",2025-08-31T00:42:40.305166
Instructional Principles for Inclusive AI in K-12 Education,H Kim,2025.0,0,"H Lee, H Kim, W Yan",https://repository.isls.org/handle/1/11412,"… -based practices of inclusive AI education in K-12 classrooms. The literature search utilized … inclusive AI in K-12, culturally relevant AI in K-12, and culturally relevant technology in K-12. …",0.95,True,"The paper directly addresses AI implementation in K-12 education through instructional principles for inclusive AI education, with explicit focus on K-12 classrooms and AI education practices.",inclusive AI education; K-12 classrooms; culturally relevant AI; instructional principles; AI education practices,0.98,success,"K12 education, AI, education",2025-08-31T00:42:40.305170
Establishing AI literacy before adopting AI,F Hollands; C Breazeal,2024.0,12,"F Hollands, C Breazeal",https://www.tandfonline.com/doi/abs/10.1080/00368555.2024.2308316,"… and the Computer Science Teachers Association, has since developed national guidelines for K-12 AI education based on these ideas. Initial efforts to implement and evaluate AI …",0.9,True,"The paper directly addresses K-12 AI education through national guidelines and implementation efforts, aligning perfectly with all three keyword components.",K-12 AI education; AI literacy; national guidelines; implementation; evaluation,0.95,success,"K12 education, AI, education",2025-08-31T00:42:40.305172
Analysing the impact of artificial intelligence and computational sciences on student performance: Systematic review and meta-analysis,I García-Martínez; JM Fernández-Batanero,2023.0,265,"I García-Martínez, JM Fernández-Batanero…",https://link.springer.com/article/10.7821/naer.2023.1.1240,"… AI in different educational stages, which opens the way towards the implementation of teaching methodologies based on AI in both early childhood and higher education… K-12 education. …",0.9,True,"The paper explicitly mentions K-12 education in its abstract and focuses on AI's impact across educational stages, directly aligning with the keyword topics.",AI in education; student performance; K-12 education; systematic review; teaching methodologies,0.95,success,"K12 education, AI, education",2025-08-31T00:42:40.305176
WIP: eXplainable AI Is Not Self-Explainable: Findings from Design-Based K-12 AI Education,E Arkko; H Vartiainen,2025.0,0,"N Pope, M Kuismin, E Arkko, H Vartiainen…",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5230260,… AI (XAI) component into AI education within two Finnish middle school classrooms. The educational … for facilitating XAI-enhanced educational technology in classroom settings. …,0.9,True,"The paper directly addresses K-12 AI education through a classroom-based study in Finnish middle schools, focusing on integrating explainable AI into educational technology.",K-12 AI education; explainable AI (XAI); middle school classrooms; educational technology integration; design-based research,0.95,success,"K12 education, AI, education",2025-08-31T00:42:40.305179
"K-12 AI Education: Exploring Gender Differences in Achievement Motivation, Self-Efficacy, and Performance",F Bickel; S Jiang,2025.0,0,"F Bickel, S Jiang, R Ellis, J Chao…",https://repository.isls.org/handle/1/11383,"… Educational research has examined this gender gap … AI education, this study examines seven achievement motivation constructs derived from EVT— enjoyment, interest in developing AI…",0.9,True,"The paper directly focuses on K-12 AI education, explicitly addressing both the educational context and AI as a subject, with methodology and concepts centered on achievement motivation in this specific domain.",K-12 AI education; gender differences; achievement motivation; self-efficacy; educational performance,0.95,success,"K12 education, AI, education",2025-08-31T00:42:40.305182
“Who will be left behind?”: A Swedish case of learning AI in vocational education,A Metreveli; X Chen; A Hedman; A Sergeeva,2025.0,0,"A Metreveli, X Chen, A Hedman, A Sergeeva",https://www.sciencedirect.com/science/article/pii/S0883035525001703,"… Alongside this trend, AI education has been incorporated into curricula at all levels, from K-12 to higher education. However, how to teach AI knowledge and transfer this knowledge into …",0.6,True,"The paper explicitly mentions K-12 education in the context of AI curriculum integration, but its primary focus is on vocational education in Sweden, making the connection moderate rather than direct.",AI education; curriculum integration; K-12 education; vocational training; knowledge transfer,0.9,success,"K12 education, AI, education",2025-08-31T00:42:40.305185
Learning machine learning with very young children: Who is teaching whom?,H Vartiainen; M Tedre; T Valtonen,2020.0,267,"H Vartiainen, M Tedre, T Valtonen",https://www.sciencedirect.com/science/article/pii/S2212868920300155,… While artificial intelligence and machine learning is becoming a commonplace feature of … have focused on investigating it in K-12​ education. Drawing on the sociocultural theory of …,0.85,True,"The paper directly addresses AI/machine learning in K-12 education through a sociocultural lens, with explicit focus on young learners within this educational context.",K-12 education; artificial intelligence; machine learning; sociocultural theory; young learners,0.95,success,"K12 education, AI, education",2025-08-31T00:42:40.305188
Learning machine learning with very young children: Who is teaching whom?,H Vartiainen; M Tedre; T Valtonen,2020.0,267,"H Vartiainen, M Tedre, T Valtonen",https://www.sciencedirect.com/science/article/pii/S2212868920300155,… While artificial intelligence and machine learning is becoming a commonplace feature of … have focused on investigating it in K-12​ education. Drawing on the sociocultural theory of …,0.85,True,"The paper directly addresses AI/machine learning in K-12 education through a sociocultural lens, with explicit focus on young learners within this educational context.",K-12 education; artificial intelligence; machine learning; sociocultural theory; young learners,0.9,success,"K12 education, AI, education",2025-08-31T00:42:43.316045
Measuring Teacher Self-Efficacy and Careers Awareness in K-12 AI Education,R Whyte; S Sentance,2024.0,0,"R Whyte, D Kirby, S Sentance",https://dl.acm.org/doi/abs/10.1145/3649405.3659489,… understanding of AI and awareness of related careers. Our understanding of teacher self-efficacy and careers awareness in the context of the growing field of AI education is limited. We …,0.9,True,"The paper directly addresses K-12 AI education by focusing on teacher self-efficacy and career awareness, aligning precisely with the keyword's scope and application domain.",K-12 education; AI education; teacher self-efficacy; career awareness; educational measurement,0.95,success,"K12 education, AI, education",2025-08-31T00:42:43.316056
Exploring the Integration of Generative AI in Modern Education Systems: A Comprehensive Analysis,AK Dey; VK Chauhan; PK Singh,2024.0,3,"AK Dey, VK Chauhan, PK Singh…",https://ieeexplore.ieee.org/abstract/document/10882259/,"… , Generative AI in education differs by level with a vast difference between K-12 and higher … , it can be observed that K-12 education delivers the maximum advantage with AI’s skill of …",0.9,True,"The paper directly addresses the integration of AI in K-12 education, explicitly highlighting its advantages and differences compared to other educational levels, aligning perfectly with the keyword focus.",Generative AI in K-12 education; AI skill advantages in schooling; Comparative analysis across education levels; Modern education system integration; Pedagogical applications of AI,0.95,success,"K12 education, AI, education",2025-08-31T00:42:43.316060
The transformative power of generative artificial intelligence for achieving the sustainable development goal of quality education,P Nedungadi; KY Tang,2024.0,37,"P Nedungadi, KY Tang, R Raman",https://www.mdpi.com/2071-1050/16/22/9779,"… To align the papers with the research question and specific SDG4 targets, a team of three readers with extensive experience in EdTech, the SDGs, K12 education, and virtual learning …",0.8,True,"The paper explicitly addresses K12 education and AI (generative AI) in the context of education, with a focus on SDG4 targets and EdTech applications.",generative artificial intelligence; K12 education; quality education (SDG4); EdTech; virtual learning,0.9,success,"K12 education, AI, education",2025-08-31T00:42:43.316064
Designing one year curriculum to teach artificial intelligence for middle school,A Sabuncuoglu,2020.0,169,A Sabuncuoglu,https://dl.acm.org/doi/abs/10.1145/3341525.3387364,… AI products. This introduction informs students about why we teach AI and the next steps of their AI education… assess the students’ current knowledge about AI. The rest of the curriculum …,0.9,True,"The paper directly addresses K12 education by designing a middle school AI curriculum, explicitly integrating AI into education through structured teaching methods and assessment.",AI curriculum design; middle school education; AI literacy; educational assessment; K12 AI integration,0.95,success,"K12 education, AI, education",2025-08-31T00:42:43.316067
Implementation Dilemma and Breakthrough Path of AI Education in Primary and Secondary Schools in Less Developed Areas,,2023.0,4,"W Lv, C Yang, W Zhang",https://ieeexplore.ieee.org/abstract/document/10261548/,"… in 2018 to launch the US K-12 Artificial Intelligence Education Initiative. The initiative aims to … AI content at the K-12 level in US elementary and middle schools, and proposes a K-12 AI …",0.9,True,"The paper directly addresses K-12 AI education implementation, explicitly referencing the US K-12 Artificial Intelligence Education Initiative and focusing on AI content delivery in elementary and middle schools.",K-12 AI education; AI implementation in schools; educational initiatives; primary/secondary education technology; AI curriculum development,0.95,success,"K12 education, AI, education",2025-08-31T00:42:43.316070
Global Perspectives on AI Competence Development: Analyzing National AI Strategies in Education and Workforce Policies,L Shi,2025.0,0,L Shi,https://journals.sagepub.com/doi/abs/10.1177/15344843251332360,"… -focused curricula and programs and emphasizing AI knowledge and skills, with 48 countries focusing on higher education and 35 countries on K-12 education. Particularly, …",0.8,True,"The paper directly addresses AI competence development in K-12 education through analysis of national strategies, with 35 countries specifically focusing on this level, aligning thematically and conceptually with the keyword.",K-12 AI education; National AI strategies; AI competence development; Education policy analysis; Curriculum integration,0.9,success,"K12 education, AI, education",2025-08-31T00:42:43.316073
Building capacity for teaching engineering in K-12 education,,2020.0,96,", … Capacity Building in K-12 Engineering Education","https://books.google.com/books?hl=en&lr=&id=-M3XDwAAQBAJ&oi=fnd&pg=PR1&dq=K12+education,+AI,+education&ots=IHWNjBzq-c&sig=U9Fgp256Uv0LToLdJw3xxAHv7tE","… Funding for K-12 engineering education research exists, but generally at lower levels than research on K–12 education in other STEM subjects. Encouragingly, a growing number of …",0.2,False,"The paper focuses on K-12 engineering education and STEM funding, with no mention of AI or artificial intelligence applications in education.",K-12 engineering education; STEM education research; funding disparities,0.9,success,"K12 education, AI, education",2025-08-31T00:42:43.316076
"Integrating AI into education: Successful strategies, ideas, and tools from psychology instructors",C Costa,2025.0,5,"C Costa, N Husain-Habib…",https://journals.sagepub.com/doi/abs/10.1177/00986283241297635,"… that AI integration in psychology education is done in a myriad of ways, and instructors demonstrate creative approaches to how to implement AI … -AI complementarity in K-12 education. …",0.6,True,"The paper explicitly mentions AI complementarity in K-12 education in its abstract, indicating a direct thematic connection, though its primary focus is on psychology education rather than K-12 specifically.",AI integration in education; K-12 education; psychology instruction; AI complementarity; teaching strategies,0.8,success,"K12 education, AI, education",2025-08-31T00:42:43.316078
How to train your robot: A middle school AI and ethics curriculum,R Williams; C Breazeal,2020.0,14,"R Williams, C Breazeal",https://robots.media.mit.edu/wp-content/uploads/sites/7/2020/07/ijcai_2020.pdf,"… Artificial Intelligence (AI) education implemented in K-12 … issues in making high-quality AI education available to all students… , we implemented our weeklong AI curriculum in seven 5-8th …",0.9,True,"The paper directly focuses on implementing AI education within K-12 settings, specifically targeting middle school grades (5-8th), and addresses curriculum development and accessibility, aligning perfectly with the keyword's scope.",K-12 AI education; middle school curriculum; AI ethics; educational accessibility; robotics integration,0.95,success,"K12 education, AI, education",2025-08-31T00:42:43.316081
Integrating the iPod Touch in K–12 education: Visions and vices,S Banister,2010.0,332,S Banister,https://www.tandfonline.com/doi/abs/10.1080/07380561003801590,… K–12 teaching and learning might be energized by such devices. This paper summarizes the research-to-date on mobile learning for K–12 … by our AI driven recommendation engine. …,0.6,True,"The paper directly addresses K-12 education and mentions AI in the context of a recommendation engine, but AI is not the primary focus; it is a supporting element within mobile learning research.",K-12 education; mobile learning; iPod Touch integration; educational technology; AI-driven recommendations,0.8,success,"K12 education, AI, education",2025-08-31T00:42:43.316084
"… ChatGPT is easy, using it effectively is tough? A mixed methods study on K-12 students' perceptions, interaction patterns, and support for learning with generative AI …",M Klar,2025.0,4,M Klar,https://link.springer.com/article/10.1186/s40561-025-00385-2,"… by investigating K-12 … K-12 students engage with chatbots and the impact of targeted support, this study contributes to an understanding of effective integration into secondary education. …",0.95,True,"The paper directly investigates K-12 students' use of AI chatbots (specifically ChatGPT) in educational contexts, aligning perfectly with all three keywords through its focus on AI integration, learning support, and secondary education settings.",K-12 education; generative AI; chatbot interaction patterns; learning support strategies; secondary education integration,0.98,success,"K12 education, AI, education",2025-08-31T00:42:43.316088
The Role of Artificial Intelligence (AI) in Enhancing Cybersecurity for Educational Technologies in US Public Schools,,2024.0,3,O Obioha Val,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079617,… from the K-12 Cybersecurity … AI integration and enhance cybersecurity across educational institutions. These strategic interventions are essential for optimizing the effectiveness of AI-…,0.6,True,"The paper directly addresses K-12 education and AI integration, but its primary focus is on cybersecurity rather than broader educational applications of AI.",K-12 cybersecurity; AI integration in education; educational technology security; public school systems; strategic AI interventions,0.85,success,"K12 education, AI, education",2025-08-31T00:42:43.316090
Assessing the role of AI technology in mitigating the equity gap in educational access in Zimbabwe: Barriers and implications,AWF Kouam; RM Muchowe,2025.0,2,"AWF Kouam, RM Muchowe",https://jalt.journals.publicknowledgeproject.org/index.php/jalt/article/view/1583,"… role of artificial intelligence (AI) technology in mitigating the equity gap in educational access in … By exploring the potential benefits, limitations, and best practices of using AI technology, …",0.7,True,"The paper directly addresses AI in education and focuses on educational access, which inherently includes K12 contexts, though it does not explicitly specify K12 as the sole domain.",AI in education; educational equity; access barriers; technology implementation; educational policy,0.8,success,"K12 education, AI, education",2025-08-31T00:42:43.316093
Using app inventor in a K-12 summer camp,A Wagner; J Gray,2013.0,112,"A Wagner, J Gray, J Corley, D Wolber",https://dl.acm.org/doi/abs/10.1145/2445196.2445377,"… integrated AI into a general education course over the past three years and reported that AI was “his most satisfying teaching experience in seventeen years” [19]. Before teaching AI, …",0.6,True,"The paper directly addresses K-12 education and mentions AI integration in teaching, but focuses on a specific tool (App Inventor) rather than broader AI in education concepts.",K-12 education; AI integration; summer camp program; teaching experience; educational technology,0.8,success,"K12 education, AI, education",2025-08-31T00:42:43.316096
